occ_code,bls_title,emp_23,lq_23,observed_exposure,emp_24,lq_24,emp_25,lq_25,pct,g
29-2081,"Opticians, Dispensing",460.0,1.4,0.0,410.0,1.21,310.0,1.0,-32.608695652173914,29
29-2092,Hearing Aid Specialists,50.0,1.07,0.0,30.0,0.67,30.0,0.67,-40.0,29
29-2099,"Health Technologists and Technicians, All Other",710.0,0.98,0.0445,580.0,0.79,820.0,1.05,15.492957746478874,29
29-9021,Health Information Technologists and Medical Registrars,200.0,1.39,0.3063,130.0,0.79,110.0,0.7,-45.0,29
29-9091,Athletic Trainers,90.0,0.71,0.0531,180.0,1.48,160.0,1.27,77.77777777777777,29
29-9093,Surgical Assistants,190.0,2.43,0.0,440.0,4.57,340.0,3.56,78.94736842105263,29
29-9099,"Healthcare Practitioners and Technical Workers, All Other",120.0,0.75,0.0,90.0,0.56,80.0,0.54,-33.333333333333336,29
31-1131,Nursing Assistants,6580.0,1.14,0.0,6580.0,1.12,6660.0,1.08,1.21580547112462,31
31-2011,Occupational Therapy Assistants,150.0,0.75,0.0,170.0,0.84,210.0,0.94,40.0,31
31-2021,Physical Therapist Assistants,390.0,0.87,0.0,430.0,0.95,560.0,1.18,43.58974358974359,31
31-2022,Physical Therapist Aides,100.0,0.58,0.0,160.0,0.85,250.0,1.2,150.0,31
31-9011,Massage Therapists,380.0,0.97,0.0,330.0,0.81,490.0,1.16,28.94736842105263,31
31-9091,Dental Assistants,1550.0,0.98,0.0,1570.0,0.99,1610.0,0.98,3.870967741935484,31
31-9092,Medical Assistants,2560.0,0.79,0.0476,2740.0,0.82,3210.0,0.92,25.390625,31
31-9093,Medical Equipment Preparers,280.0,0.98,0.0,430.0,1.41,300.0,0.91,7.142857142857143,31
31-9095,Pharmacy Aides,80.0,0.43,0.022,110.0,0.63,80.0,0.5,0.0,31
31-9096,Veterinary Assistants and Laboratory Animal Caretakers,790.0,1.61,0.0179,830.0,1.71,820.0,1.53,3.7974683544303796,31
31-9097,Phlebotomists,580.0,1.0,0.0,850.0,1.45,640.0,1.04,10.344827586206897,31
31-9099,"Healthcare Support Workers, All Other",220.0,0.51,0.0,340.0,0.77,440.0,0.94,100.0,31
33-1011,First-Line Supervisors of Correctional Officers,640.0,2.86,0.0315,500.0,2.2,470.0,2.07,-26.5625,33
33-1012,First-Line Supervisors of Police and Detectives,550.0,0.94,0.0,660.0,1.01,690.0,1.05,25.454545454545453,33
33-1021,First-Line Supervisors of Firefighting and Prevention Workers,460.0,1.29,0.0,480.0,1.2,500.0,1.18,8.695652173913043,33
33-2011,Firefighters,1930.0,1.43,0.0,1960.0,1.39,2020.0,1.37,4.66321243523316,33
33-3012,Correctional Officers and Jailers,2050.0,1.37,0.0,2080.0,1.35,1930.0,1.19,-5.853658536585366,33
33-3021,Detectives and Criminal Investigators,480.0,1.04,0.0374,460.0,0.98,490.0,1.0,2.0833333333333335,33
33-3051,Police and Sheriff's Patrol Officers,3010.0,1.09,0.1234,3240.0,1.15,3410.0,1.2,13.289036544850498,33
33-9011,Animal Control Workers,70.0,1.39,0.0,50.0,0.97,60.0,1.15,-14.285714285714286,33
33-9021,Private Detectives and Investigators,130.0,0.91,0.0,170.0,1.03,130.0,0.85,0.0,33
33-9032,Security Guards,4810.0,0.94,0.0,4410.0,0.84,4630.0,0.85,-3.7422037422037424,33
33-9091,Crossing Guards and Flaggers,610.0,1.56,0.0,550.0,1.43,390.0,0.98,-36.0655737704918,33
33-9093,Transportation Security Screeners,160.0,0.79,0.0,140.0,0.71,160.0,0.74,0.0,33
35-1011,Chefs and Head Cooks,540.0,0.73,0.0,760.0,0.99,540.0,0.64,0.0,35
35-1012,First-Line Supervisors of Food Preparation and Serving Workers,5170.0,1.03,0.0564,4370.0,0.87,4590.0,0.88,-11.218568665377177,35
35-2011,"Cooks, Fast Food",2220.0,0.77,0.0,2710.0,0.96,1180.0,0.43,-46.846846846846844,35
35-2012,"Cooks, Institution and Cafeteria",1490.0,0.8,0.0,1510.0,0.79,1550.0,0.83,4.026845637583893,35
35-2014,"Cooks, Restaurant",5760.0,0.96,0.0116,6210.0,1.01,6160.0,1.03,6.944444444444445,35
35-2015,"Cooks, Short Order",,,0.0,,,300.0,0.52,,35
35-2021,Food Preparation Workers,2880.0,0.77,0.0,2250.0,0.6,2890.0,0.76,0.3472222222222222,35
35-3011,Bartenders,1860.0,0.61,0.0,2640.0,0.84,2110.0,0.66,13.440860215053764,35
35-3023,Fast Food and Counter Workers,16180.0,1.03,0.0,16920.0,1.06,17100.0,1.04,5.686032138442521,35
35-3031,Waiters and Waitresses,9070.0,0.95,0.0,9260.0,0.95,9120.0,0.95,0.5512679162072768,35
35-3041,"Food Servers, Nonrestaurant",1070.0,0.94,0.0,1240.0,1.08,1250.0,1.0,16.822429906542055,35
35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,1210.0,0.59,0.0,1370.0,0.62,1790.0,0.78,47.93388429752066,35
35-9021,Dishwashers,1550.0,0.78,0.0,1800.0,0.9,1980.0,0.98,27.741935483870968,35
35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",1560.0,0.86,0.0734,1640.0,0.91,1680.0,0.91,7.6923076923076925,35
37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers,770.0,1.05,0.0436,840.0,1.14,720.0,0.95,-6.4935064935064934,37
37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",710.0,1.32,0.1083,470.0,0.9,570.0,1.03,-19.718309859154928,37
37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",8500.0,0.92,0.0,9630.0,1.03,9270.0,0.99,9.058823529411764,37
37-2012,Maids and Housekeeping Cleaners,3410.0,0.96,0.0,3220.0,0.89,3280.0,0.9,-3.812316715542522,37
37-2021,Pest Control Workers,370.0,0.93,0.046,420.0,1.04,420.0,0.98,13.513513513513514,37
37-3011,Landscaping and Groundskeeping Workers,4170.0,1.05,0.0,4390.0,1.1,4360.0,1.08,4.556354916067146,37
37-3013,Tree Trimmers and Pruners,150.0,0.69,0.0,,,170.0,0.73,13.333333333333334,37
39-1014,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",440.0,1.16,0.0443,490.0,1.26,540.0,1.23,22.727272727272727,39
39-1022,First-Line Supervisors of Personal Service Workers,510.0,1.13,0.0407,510.0,1.13,450.0,0.94,-11.764705882352942,39
39-2011,Animal Trainers,50.0,0.62,0.0,100.0,1.17,110.0,1.36,120.0,39
39-2021,Animal Caretakers,1360.0,1.19,0.0,1430.0,1.22,1540.0,1.35,13.235294117647058,39
39-3031,"Ushers, Lobby Attendants, and Ticket Takers",440.0,0.87,0.0,460.0,0.91,580.0,1.12,31.818181818181817,39
39-3091,Amusement and Recreation Attendants,1680.0,1.09,0.0619,1730.0,1.1,1700.0,1.01,1.1904761904761905,39
39-4021,Funeral Attendants,200.0,1.44,0.0,200.0,1.56,230.0,1.73,15.0,39
39-4031,"Morticians, Undertakers, and Funeral Arrangers",100.0,0.93,0.0,80.0,0.71,100.0,0.93,0.0,39
39-5012,"Hairdressers, Hairstylists, and Cosmetologists",1710.0,1.36,0.0304,1580.0,1.26,1660.0,1.28,-2.9239766081871346,39
39-5092,Manicurists and Pedicurists,610.0,0.99,0.0,770.0,1.23,740.0,1.14,21.311475409836067,39
39-5094,Skincare Specialists,290.0,1.03,0.0,230.0,0.77,330.0,1.08,13.793103448275861,39
39-6012,Concierges,290.0,1.67,0.1875,280.0,1.48,310.0,1.46,6.896551724137931,39
39-9011,Childcare Workers,2330.0,1.1,0.0122,2630.0,1.19,2610.0,1.19,12.017167381974248,39
39-9031,Exercise Trainers and Group Fitness Instructors,2030.0,1.71,0.0,2200.0,1.71,2000.0,1.46,-1.477832512315271,39
39-9032,Recreation Workers,1090.0,0.91,0.0,1350.0,1.03,1320.0,0.94,21.10091743119266,39
39-9041,Residential Advisors,470.0,1.25,0.067,400.0,1.15,390.0,1.09,-17.02127659574468,39
41-1011,First-Line Supervisors of Retail Sales Workers,5710.0,1.23,0.2627,5000.0,1.06,5000.0,1.05,-12.43432574430823,41
41-1012,First-Line Supervisors of Non-Retail Sales Workers,1390.0,1.43,0.2295,1430.0,1.55,1470.0,1.62,5.755395683453237,41
41-2011,Cashiers,15310.0,1.09,0.0846,13860.0,1.04,14460.0,1.1,-5.551926845199216,41
41-2021,Counter and Rental Clerks,2730.0,1.64,0.2048,2870.0,1.7,2610.0,1.53,-4.395604395604396,41
41-2022,Parts Salespersons,1090.0,0.98,0.0,1310.0,1.17,1320.0,1.15,21.10091743119266,41
41-2031,Retail Salespersons,15630.0,0.99,0.3222,16180.0,1.01,16210.0,0.98,3.710812539987204,41
41-3011,Advertising Sales Agents,350.0,0.76,0.1482,290.0,0.71,330.0,0.86,-5.714285714285714,41
41-3021,Insurance Sales Agents,2050.0,1.05,0.3188,2480.0,1.25,2040.0,1.0,-0.4878048780487805,41
41-3031,"Securities, Commodities, and Financial Services Sales Agents",3010.0,1.47,0.4413,2800.0,1.4,2990.0,1.44,-0.6644518272425249,41
41-3041,Travel Agents,100.0,0.41,0.4054,100.0,0.42,100.0,0.45,0.0,41
41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",570.0,0.43,0.2706,830.0,0.67,1010.0,0.84,77.19298245614036,41
41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",4890.0,0.89,0.6279,4010.0,0.75,5080.0,0.97,3.885480572597137,41
41-9011,Demonstrators and Product Promoters,210.0,0.95,0.0788,200.0,0.74,160.0,0.57,-23.80952380952381,41
43-1011,First-Line Supervisors of Office and Administrative Support Workers,7510.0,1.17,0.1856,6850.0,1.08,6490.0,1.06,-13.581890812250332,43
43-2011,"Switchboard Operators, Including Answering Service",50.0,0.26,0.3863,120.0,0.78,150.0,1.0,200.0,43
43-3011,Bill and Account Collectors,1030.0,1.26,0.2989,920.0,1.32,1040.0,1.54,0.970873786407767,43
43-3021,Billing and Posting Clerks,1790.0,0.98,0.1924,1690.0,0.96,1610.0,0.94,-10.05586592178771,43
43-3031,"Bookkeeping, Accounting, and Auditing Clerks",7170.0,1.12,0.3104,6420.0,1.04,4890.0,0.84,-31.799163179916317,43
43-3051,Payroll and Timekeeping Clerks,580.0,0.86,0.0487,560.0,0.84,630.0,0.97,8.620689655172415,43
43-3061,Procurement Clerks,240.0,0.92,0.2436,210.0,0.81,190.0,0.82,-20.833333333333332,43
43-3071,Tellers,910.0,0.63,0.0231,930.0,0.65,830.0,0.59,-8.791208791208792,43
43-4031,"Court, Municipal, and License Clerks",530.0,0.78,0.102,840.0,1.16,860.0,1.12,62.264150943396224,43
43-4041,"Credit Authorizers, Checkers, and Clerks",60.0,0.93,0.1296,60.0,1.14,60.0,1.08,0.0,43
43-4051,Customer Service Representatives,14910.0,1.22,0.7011,11870.0,1.03,10960.0,0.99,-26.492287055667337,43
43-4061,"Eligibility Interviewers, Government Programs",680.0,1.06,0.0597,700.0,1.06,680.0,1.04,0.0,43
43-4071,File Clerks,300.0,0.86,0.1568,260.0,0.77,250.0,0.81,-16.666666666666668,43
43-4081,"Hotel, Motel, and Resort Desk Clerks",980.0,0.87,0.1725,970.0,0.88,860.0,0.77,-12.244897959183673,43
43-4111,"Interviewers, Except Eligibility and Loan",1000.0,1.47,0.3851,460.0,0.69,230.0,0.37,-77.0,43
43-4121,"Library Assistants, Clerical",580.0,1.62,0.0978,400.0,1.18,400.0,1.09,-31.03448275862069,43
43-4131,Loan Interviewers and Clerks,990.0,1.14,0.2022,850.0,1.16,710.0,1.01,-28.282828282828284,43
43-4141,New Accounts Clerks,70.0,0.38,0.0,40.0,0.26,70.0,0.47,0.0,43
43-4151,Order Clerks,300.0,0.76,0.0748,370.0,1.04,340.0,1.06,13.333333333333334,43
43-4161,"Human Resources Assistants, Except Payroll and Timekeeping",460.0,1.07,0.4046,500.0,1.29,470.0,1.23,2.1739130434782608,43
43-4171,Receptionists and Information Clerks,4890.0,1.14,0.4338,4200.0,1.03,3550.0,0.92,-27.402862985685072,43
43-5011,Cargo and Freight Agents,230.0,0.52,0.0165,190.0,0.46,280.0,0.67,21.73913043478261,43
43-5021,Couriers and Messengers,530.0,1.74,0.0412,470.0,1.55,280.0,0.95,-47.16981132075472,43
43-5031,Public Safety Telecommunicators,420.0,1.02,0.0465,440.0,1.04,520.0,1.21,23.80952380952381,43
43-5032,"Dispatchers, Except Police, Fire, and Ambulance",990.0,1.13,0.2258,1060.0,1.19,910.0,1.05,-8.080808080808081,43
43-5041,"Meter Readers, Utilities",60.0,0.68,0.0,50.0,0.66,80.0,1.02,33.333333333333336,43
43-5051,Postal Service Clerks,310.0,0.92,0.0,280.0,0.84,250.0,0.8,-19.35483870967742,43
43-5052,Postal Service Mail Carriers,1280.0,0.9,0.0,1220.0,0.85,1200.0,0.86,-6.25,43
43-5053,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",970.0,1.96,0.0,1170.0,2.47,1090.0,2.43,12.371134020618557,43
43-5061,"Production, Planning, and Expediting Clerks",1380.0,0.82,0.0934,1310.0,0.81,1230.0,0.74,-10.869565217391305,43
43-5071,"Shipping, Receiving, and Inventory Clerks",3260.0,0.91,0.0,3850.0,1.06,4420.0,1.28,35.58282208588957,43
43-5111,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",340.0,1.56,0.0,380.0,1.8,280.0,1.24,-17.647058823529413,43
43-6011,Executive Secretaries and Executive Administrative Assistants,2280.0,1.11,0.2336,2110.0,1.05,2060.0,1.06,-9.649122807017545,43
43-6012,Legal Secretaries and Administrative Assistants,510.0,0.78,0.0,720.0,1.1,560.0,0.84,9.803921568627452,43
43-6013,Medical Secretaries and Administrative Assistants,2240.0,0.7,0.3623,3370.0,0.96,4140.0,1.01,84.82142857142857,43
43-6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",6230.0,0.82,0.4528,5620.0,0.76,4940.0,0.68,-20.70626003210273,43
43-9021,Data Entry Keyers,590.0,0.89,0.6707,530.0,0.92,480.0,0.89,-18.64406779661017,43
43-9041,Insurance Claims and Policy Processing Clerks,1930.0,1.88,0.1467,1650.0,1.7,1530.0,1.69,-20.72538860103627,43
43-9051,"Mail Clerks and Mail Machine Operators, Except Postal Service",310.0,1.08,0.0,340.0,1.27,360.0,1.53,16.129032258064516,43
43-9061,"Office Clerks, General",10640.0,1.0,0.4504,10180.0,0.96,10890.0,1.04,2.3496240601503757,43
43-9071,"Office Machine Operators, Except Computer",120.0,1.02,0.0239,110.0,1.1,100.0,0.9,-16.666666666666668,43
45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",100.0,0.84,0.0,80.0,0.67,120.0,0.99,20.0,45
45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",300.0,0.27,0.0203,230.0,0.2,230.0,0.21,-23.333333333333332,45
45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",70.0,0.5,0.0,100.0,0.67,40.0,0.32,-42.857142857142854,45
45-4022,Logging Equipment Operators,100.0,0.94,0.0,110.0,1.11,80.0,0.88,-20.0,45
47-1011,First-Line Supervisors of Construction Trades and Extraction Workers,4260.0,1.28,0.0296,4370.0,1.28,4460.0,1.29,4.694835680751174,47
47-2021,Brickmasons and Blockmasons,310.0,1.27,0.0,310.0,1.37,430.0,1.93,38.70967741935484,47
47-2031,Carpenters,2580.0,0.87,0.0,2910.0,0.99,3070.0,1.08,18.992248062015506,47
47-2051,Cement Masons and Concrete Finishers,650.0,0.75,0.0,780.0,0.9,630.0,0.72,-3.076923076923077,47
47-2061,Construction Laborers,4840.0,1.11,0.0281,4740.0,1.06,4560.0,0.98,-5.785123966942149,47
47-2071,"Paving, Surfacing, and Tamping Equipment Operators",220.0,1.18,0.0,380.0,1.97,250.0,1.42,13.636363636363637,47
47-2073,Operating Engineers and Other Construction Equipment Operators,2270.0,1.18,0.0,2210.0,1.11,2220.0,1.09,-2.202643171806167,47
47-2081,Drywall and Ceiling Tile Installers,480.0,1.25,0.0,300.0,0.84,360.0,1.01,-25.0,47
47-2111,Electricians,3430.0,1.13,0.0,3300.0,1.05,3600.0,1.12,4.956268221574344,47
47-2121,Glaziers,210.0,0.92,0.0,110.0,0.46,160.0,0.64,-23.80952380952381,47
47-2132,"Insulation Workers, Mechanical",140.0,1.45,0.0439,,,410.0,3.75,192.85714285714286,47
47-2141,"Painters, Construction and Maintenance",940.0,1.02,0.0,1070.0,1.12,1010.0,1.05,7.446808510638298,47
47-2151,Pipelayers,210.0,1.44,0.0,200.0,1.37,240.0,1.74,14.285714285714286,47
47-2152,"Plumbers, Pipefitters, and Steamfitters",1940.0,1.04,0.0116,2060.0,1.07,2340.0,1.18,20.61855670103093,47
47-2181,Roofers,370.0,0.64,0.0157,400.0,0.69,330.0,0.57,-10.81081081081081,47
47-2211,Sheet Metal Workers,420.0,0.85,0.0,450.0,0.9,610.0,1.2,45.23809523809524,47
47-3011,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",80.0,1.2,0.0,80.0,1.2,90.0,1.48,12.5,47
47-3012,Helpers--Carpenters,160.0,1.68,0.0,230.0,2.18,280.0,3.02,75.0,47
47-3013,Helpers--Electricians,610.0,2.1,0.0,620.0,2.27,410.0,1.53,-32.78688524590164,47
47-3015,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",350.0,1.81,0.0,280.0,1.53,370.0,1.94,5.714285714285714,47
47-4011,Construction and Building Inspectors,830.0,1.46,0.0481,850.0,1.46,1140.0,1.83,37.34939759036145,47
47-4021,Elevator and Escalator Installers and Repairers,200.0,1.98,0.0,230.0,2.28,90.0,0.9,-55.0,47
47-4041,Hazardous Materials Removal Workers,410.0,1.92,0.0,330.0,1.52,250.0,1.12,-39.02439024390244,47
47-4051,Highway Maintenance Workers,470.0,0.73,0.0,410.0,0.63,390.0,0.59,-17.02127659574468,47
47-5022,"Excavating and Loading Machine and Dragline Operators, Surface Mining",290.0,2.06,0.0,230.0,1.61,140.0,0.93,-51.724137931034484,47
47-5023,"Earth Drillers, Except Oil and Gas",90.0,1.14,0.0,50.0,0.7,70.0,0.81,-22.22222222222222,47
49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",2850.0,1.13,0.1015,2960.0,1.16,2980.0,1.14,4.56140350877193,49
49-2011,"Computer, Automated Teller, and Office Machine Repairers",240.0,0.72,0.1067,240.0,0.78,240.0,0.88,0.0,49
49-2021,"Radio, Cellular, and Tower Equipment Installers and Repairers",50.0,1.03,0.0,60.0,1.18,50.0,1.0,0.0,49
49-2022,"Telecommunications Equipment Installers and Repairers, Except Line Installers",590.0,0.87,0.0333,470.0,0.71,510.0,0.85,-13.559322033898304,49
49-2092,"Electric Motor, Power Tool, and Related Repairers",70.0,1.06,0.0,40.0,0.64,70.0,1.1,0.0,49
49-2094,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",190.0,0.76,0.0,270.0,1.05,210.0,0.78,10.526315789473685,49
49-2095,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",120.0,1.17,0.0,150.0,1.58,180.0,2.06,50.0,49
49-2096,"Electronic Equipment Installers and Repairers, Motor Vehicles",50.0,1.2,0.0,70.0,1.71,110.0,3.14,120.0,49
49-2097,Audiovisual Equipment Installers and Repairers,80.0,0.72,0.0,100.0,1.09,70.0,0.82,-12.5,49
49-2098,Security and Fire Alarm Systems Installers,480.0,1.36,0.0303,470.0,1.35,500.0,1.37,4.166666666666667,49
49-3011,Aircraft Mechanics and Service Technicians,130.0,0.22,0.0,140.0,0.24,140.0,0.24,7.6923076923076925,49
49-3021,Automotive Body and Related Repairers,550.0,0.84,0.0,620.0,0.94,600.0,0.95,9.090909090909092,49
49-3023,Automotive Service Technicians and Mechanics,2800.0,0.97,0.0,2830.0,0.97,2930.0,0.98,4.642857142857143,49
49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,1340.0,1.1,0.0,1380.0,1.13,1400.0,1.14,4.477611940298507,49
49-3041,Farm Equipment Mechanics and Service Technicians,140.0,0.91,0.0,110.0,0.71,90.0,0.59,-35.714285714285715,49
49-3042,"Mobile Heavy Equipment Mechanics, Except Engines",960.0,1.27,0.0,1080.0,1.42,930.0,1.24,-3.125,49
49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,260.0,1.68,0.0,230.0,1.61,270.0,1.77,3.8461538461538463,49
49-3092,Recreational Vehicle Service Technicians,90.0,1.17,0.0,80.0,1.04,100.0,1.3,11.11111111111111,49
49-3093,Tire Repairers and Changers,600.0,1.37,0.0,590.0,1.3,650.0,1.42,8.333333333333334,49
49-9011,Mechanical Door Repairers,130.0,1.1,0.0,170.0,1.46,130.0,1.14,0.0,49
49-9012,"Control and Valve Installers and Repairers, Except Mechanical Door",300.0,1.47,0.0,240.0,1.22,180.0,0.87,-40.0,49
49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",2460.0,1.45,0.0191,2430.0,1.45,2700.0,1.55,9.75609756097561,49
49-9031,Home Appliance Repairers,220.0,1.75,0.0,170.0,1.26,110.0,0.84,-50.0,49
49-9041,Industrial Machinery Mechanics,1790.0,1.02,0.0239,1900.0,1.06,1900.0,1.02,6.145251396648045,49
49-9043,"Maintenance Workers, Machinery",80.0,0.34,0.0,90.0,0.39,210.0,0.83,162.5,49
49-9044,Millwrights,160.0,0.97,0.0,130.0,0.74,150.0,0.9,-6.25,49
49-9051,Electrical Power-Line Installers and Repairers,550.0,1.08,0.0,510.0,0.98,490.0,0.89,-10.909090909090908,49
49-9052,Telecommunications Line Installers and Repairers,660.0,1.56,0.0,520.0,1.24,540.0,1.29,-18.181818181818183,49
49-9062,Medical Equipment Repairers,470.0,1.69,0.0,370.0,1.42,260.0,0.94,-44.680851063829785,49
49-9071,"Maintenance and Repair Workers, General",5420.0,0.85,0.0,5320.0,0.82,5520.0,0.85,1.845018450184502,49
49-9094,Locksmiths and Safe Repairers,110.0,1.71,0.0,90.0,1.42,90.0,1.35,-18.181818181818183,49
49-9096,Riggers,200.0,1.96,0.0,160.0,1.54,100.0,1.02,-50.0,49
49-9098,"Helpers--Installation, Maintenance, and Repair Workers",920.0,2.12,0.0,740.0,1.78,550.0,1.36,-40.21739130434783,49
49-9099,"Installation, Maintenance, and Repair Workers, All Other",580.0,0.77,0.0,930.0,1.2,1000.0,1.34,72.41379310344827,49
51-1011,First-Line Supervisors of Production and Operating Workers,2160.0,0.75,0.0,2140.0,0.74,2210.0,0.77,2.314814814814815,51
51-2031,Engine and Other Machine Assemblers,90.0,0.42,0.0,50.0,0.29,40.0,0.26,-55.55555555555556,51
51-2041,Structural Metal Fabricators and Fitters,200.0,0.81,0.0,210.0,0.95,200.0,0.92,0.0,51
51-3011,Bakers,750.0,0.79,0.0,930.0,0.95,1450.0,1.44,93.33333333333333,51
51-3021,Butchers and Meat Cutters,340.0,0.59,0.0,360.0,0.61,550.0,0.96,61.76470588235294,51
51-3022,"Meat, Poultry, and Fish Cutters and Trimmers",210.0,0.36,0.0,110.0,0.19,210.0,0.35,0.0,51
51-3092,Food Batchmakers,400.0,0.55,0.0,400.0,0.55,330.0,0.44,-17.5,51
51-4021,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",210.0,0.79,0.0,180.0,0.66,200.0,0.78,-4.761904761904762,51
51-4031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",400.0,0.52,0.0,420.0,0.57,390.0,0.54,-2.5,51
51-4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",100.0,0.31,0.0,80.0,0.27,100.0,0.36,0.0,51
51-4041,Machinists,670.0,0.54,0.0,710.0,0.56,650.0,0.53,-2.985074626865672,51
51-4072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",130.0,0.19,0.0,100.0,0.15,110.0,0.17,-15.384615384615385,51
51-4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",220.0,0.41,0.0,130.0,0.23,130.0,0.24,-40.90909090909091,51
51-4111,Tool and Die Makers,90.0,0.37,0.0,70.0,0.29,30.0,0.14,-66.66666666666667,51
51-4121,"Welders, Cutters, Solderers, and Brazers",1120.0,0.62,0.0,1240.0,0.69,1260.0,0.71,12.5,51
51-4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",90.0,0.66,0.0,60.0,0.39,40.0,0.32,-55.55555555555556,51
51-4191,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",50.0,0.73,0.0,40.0,0.57,60.0,0.94,20.0,51
51-5111,Prepress Technicians and Workers,150.0,1.5,0.1018,80.0,0.83,50.0,0.52,-66.66666666666667,51
51-5112,Printing Press Operators,490.0,0.76,0.0,490.0,0.79,650.0,1.07,32.6530612244898,51
51-6011,Laundry and Dry-Cleaning Workers,790.0,1.0,0.0,1060.0,1.28,1010.0,1.2,27.848101265822784,51
51-6031,Sewing Machine Operators,200.0,0.39,0.0,180.0,0.39,210.0,0.48,5.0,51
51-7011,Cabinetmakers and Bench Carpenters,310.0,0.82,0.0,280.0,0.82,290.0,0.88,-6.451612903225806,51
51-7041,"Sawing Machine Setters, Operators, and Tenders, Wood",190.0,1.04,0.0,200.0,1.11,200.0,1.18,5.2631578947368425,51
51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",160.0,0.62,0.0,150.0,0.55,160.0,0.63,0.0,51
51-8012,Power Distributors and Dispatchers,60.0,1.62,0.0,70.0,1.8,90.0,2.38,50.0,51
51-8013,Power Plant Operators,80.0,0.56,0.0257,100.0,0.77,60.0,0.51,-25.0,51
51-8021,Stationary Engineers and Boiler Operators,90.0,0.65,0.0,70.0,0.57,60.0,0.54,-33.333333333333336,51
51-8031,Water and Wastewater Treatment Plant and System Operators,310.0,0.6,0.0,400.0,0.75,380.0,0.69,22.580645161290324,51
51-9011,Chemical Equipment Operators and Tenders,450.0,0.87,0.0,720.0,1.33,760.0,1.29,68.88888888888889,51
51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",160.0,0.72,0.0,110.0,0.46,230.0,0.91,43.75,51
51-9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",50.0,0.41,0.0425,90.0,0.73,80.0,0.68,60.0,51
51-9023,"Mixing and Blending Machine Setters, Operators, and Tenders",540.0,1.19,0.0,370.0,0.86,270.0,0.67,-50.0,51
51-9032,"Cutting and Slicing Machine Setters, Operators, and Tenders",330.0,1.45,0.0321,240.0,1.21,230.0,1.18,-30.303030303030305,51
51-9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",320.0,1.33,0.0,220.0,0.92,290.0,1.16,-9.375,51
51-9051,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",50.0,0.86,0.0,30.0,0.45,50.0,0.84,0.0,51
51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",1430.0,0.57,0.0324,1410.0,0.56,1330.0,0.52,-6.993006993006993,51
51-9071,Jewelers and Precious Stone and Metal Workers,50.0,0.47,0.0,80.0,0.82,70.0,0.69,40.0,51
51-9081,Dental Laboratory Technicians,100.0,0.67,0.0,120.0,0.86,150.0,1.04,50.0,51
51-9111,Packaging and Filling Machine Operators and Tenders,1230.0,0.78,0.0,1410.0,0.87,1340.0,0.83,8.94308943089431,51
51-9123,"Painting, Coating, and Decorating Workers",70.0,1.51,0.0,50.0,1.3,50.0,1.57,-28.571428571428573,51
51-9124,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",460.0,0.69,0.0,400.0,0.59,440.0,0.65,-4.3478260869565215,51
