vintage,soc_version,area_title,occ_code,occ_title,o_group,tot_emp,emp_prse,loc_quotient,a_mean,a_median,mean_prse,emp_suppressed,source_file
2019,SOC 2018,"Richmond, VA",25-1052,"Chemistry Teachers, Postsecondary",detailed,130.0,17.4,1.34,77390.0,67540.0,5.4,,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",25-1054,"Physics Teachers, Postsecondary",detailed,40.0,27.6,0.66,,,,,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",detailed,100.0,0.0,2.11,,,,,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",25-1063,"Economics Teachers, Postsecondary",detailed,50.0,13.8,0.89,112940.0,111880.0,6.0,,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",25-1065,"Political Science Teachers, Postsecondary",detailed,160.0,12.2,2.22,95600.0,83740.0,6.0,,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",25-1066,"Psychology Teachers, Postsecondary",detailed,160.0,17.6,0.94,71050.0,62340.0,11.4,,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",25-1067,"Sociology Teachers, Postsecondary",detailed,50.0,22.3,0.88,80440.0,72550.0,7.7,,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",25-1072,"Nursing Instructors and Teachers, Postsecondary",detailed,180.0,11.5,0.67,76300.0,66940.0,3.5,,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",25-1081,"Education Teachers, Postsecondary",detailed,310.0,11.8,1.15,,,,,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",25-1113,"Social Work Teachers, Postsecondary",detailed,90.0,8.2,1.51,,,,,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",25-1121,"Art, Drama, and Music Teachers, Postsecondary",detailed,570.0,12.3,1.35,,,,,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",25-1122,"Communications Teachers, Postsecondary",detailed,,,,66950.0,58180.0,7.2,**,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",25-1123,"English Language and Literature Teachers, Postsecondary",detailed,290.0,26.6,0.94,61210.0,55190.0,6.6,,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",25-1124,"Foreign Language and Literature Teachers, Postsecondary",detailed,140.0,37.6,1.23,64480.0,55930.0,7.9,,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",25-1125,"History Teachers, Postsecondary",detailed,140.0,24.7,1.48,79000.0,63930.0,9.1,,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",25-1126,"Philosophy and Religion Teachers, Postsecondary",detailed,130.0,27.5,1.25,79420.0,70020.0,4.7,,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",25-1193,"Recreation and Fitness Studies Teachers, Postsecondary",detailed,40.0,47.2,0.56,,,,,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",25-1194,"Career/Technical Education Teachers, Postsecondary",detailed,360.0,20.5,0.72,46350.0,50480.0,5.5,,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",25-1199,"Postsecondary Teachers, All Other",detailed,400.0,49.2,0.45,,,,,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",25-2011,"Preschool Teachers, Except Special Education",detailed,1240.0,14.7,0.64,36000.0,30050.0,6.4,,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",25-2012,"Kindergarten Teachers, Except Special Education",detailed,610.0,3.1,1.1,58010.0,56370.0,4.7,,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",25-2021,"Elementary School Teachers, Except Special Education",detailed,5130.0,2.3,0.8,57120.0,55950.0,4.1,,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",25-2022,"Middle School Teachers, Except Special and Career/Technical Education",detailed,2770.0,4.7,1.0,58560.0,56870.0,4.3,,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",25-2023,"Career/Technical Education Teachers, Middle School",detailed,30.0,20.3,0.64,46850.0,45460.0,10.8,,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",detailed,4000.0,2.3,0.87,59220.0,57850.0,4.2,,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",25-2032,"Career/Technical Education Teachers, Secondary School",detailed,540.0,5.0,1.62,58850.0,58250.0,2.2,,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",25-2051,"Special Education Teachers, Preschool",detailed,70.0,39.2,0.67,50090.0,47470.0,10.2,,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",25-2052,"Special Education Teachers, Kindergarten and Elementary School",detailed,760.0,3.1,0.87,58970.0,58720.0,3.5,,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",25-2057,"Special Education Teachers, Middle School",detailed,490.0,9.2,1.28,59610.0,59200.0,3.6,,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",25-2058,"Special Education Teachers, Secondary School",detailed,1140.0,3.5,1.79,57730.0,55930.0,4.8,,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",25-2059,"Special Education Teachers, All Other",detailed,,,,59030.0,60370.0,4.0,**,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",25-3011,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",detailed,160.0,5.3,0.7,57770.0,57980.0,3.1,,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",25-3021,Self-Enrichment Teachers,detailed,870.0,20.5,0.77,35020.0,25950.0,8.2,,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",25-3031,"Substitute Teachers, Short-Term",detailed,2940.0,3.0,1.12,29620.0,29010.0,3.0,,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",25-3097,"Tutors and Teachers and Instructors, All Other",detailed,1200.0,5.7,0.84,60620.0,57280.0,16.1,,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",25-4011,Archivists,detailed,50.0,27.3,1.81,52740.0,50160.0,6.1,,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",25-4012,Curators,detailed,60.0,36.6,1.09,66610.0,65180.0,4.9,,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",25-4013,Museum Technicians and Conservators,detailed,130.0,25.2,2.2,36860.0,36790.0,9.5,,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",25-4022,Librarians and Media Collections Specialists,detailed,700.0,2.8,1.15,61630.0,60170.0,2.2,,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",25-4031,Library Technicians,detailed,290.0,7.8,0.74,35050.0,31570.0,5.0,,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",25-9031,Instructional Coordinators,detailed,1020.0,5.6,1.29,66880.0,66710.0,3.3,,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",25-9044,"Teaching Assistants, Postsecondary",detailed,1020.0,0.5,1.66,33850.0,32450.0,2.3,,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",25-9045,"Teaching Assistants, Except Postsecondary",detailed,4940.0,6.5,0.82,25500.0,24930.0,2.5,,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",25-9099,"Educational Instruction and Library Workers, All Other",detailed,350.0,7.5,0.6,43770.0,37710.0,7.0,,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,8400.0,5.0,0.93,54550.0,48080.0,3.3,,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",27-1011,Art Directors,detailed,,,,88450.0,86160.0,3.7,**,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",27-1013,"Fine Artists, Including Painters, Sculptors, and Illustrators",detailed,,,,55090.0,56510.0,12.6,**,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",27-1014,Special Effects Artists and Animators,detailed,40.0,41.8,0.31,64720.0,64690.0,5.7,,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",27-1021,Commercial and Industrial Designers,detailed,130.0,17.9,0.9,75680.0,73240.0,8.3,,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",27-1023,Floral Designers,detailed,100.0,19.6,0.56,28650.0,27390.0,6.7,,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",27-1024,Graphic Designers,detailed,890.0,12.5,0.92,58800.0,54370.0,2.8,,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",27-1025,Interior Designers,detailed,200.0,27.7,0.76,62240.0,56580.0,6.0,,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",27-1026,Merchandise Displayers and Window Trimmers,detailed,1160.0,42.1,1.85,30350.0,28520.0,4.2,,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",27-1027,Set and Exhibit Designers,detailed,80.0,46.2,1.43,57500.0,55340.0,6.8,,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",27-2011,Actors,detailed,,,,,,4.6,**,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",27-2012,Producers and Directors,detailed,330.0,23.1,0.58,53090.0,52440.0,3.7,,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",27-2022,Coaches and Scouts,detailed,1460.0,10.4,1.36,48850.0,37710.0,11.9,,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",27-2023,"Umpires, Referees, and Other Sports Officials",detailed,40.0,37.4,0.48,45850.0,39860.0,13.5,,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",27-2031,Dancers,detailed,40.0,43.6,0.94,,,,,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",27-2032,Choreographers,detailed,,,,37530.0,38090.0,10.4,**,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",27-2041,Music Directors and Composers,detailed,40.0,39.3,0.88,51490.0,43710.0,28.3,,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",27-2042,Musicians and Singers,detailed,130.0,23.8,0.7,,,24.6,,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",27-3011,Broadcast Announcers and Radio Disc Jockeys,detailed,70.0,40.4,0.51,58250.0,42220.0,19.2,,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",27-3023,"News Analysts, Reporters, and Journalists",detailed,120.0,32.6,0.61,63680.0,49330.0,8.4,,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",27-3031,Public Relations Specialists,detailed,1360.0,11.2,1.24,68730.0,61640.0,2.6,,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",27-3041,Editors,detailed,320.0,25.5,0.76,70240.0,57380.0,12.5,,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",27-3042,Technical Writers,detailed,190.0,24.5,0.85,86620.0,84160.0,4.4,,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",27-3043,Writers and Authors,detailed,210.0,20.6,1.05,68490.0,69170.0,3.7,,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",27-3091,Interpreters and Translators,detailed,120.0,13.4,0.45,51230.0,48760.0,4.6,,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",27-3099,"Media and Communication Workers, All Other",detailed,100.0,29.7,0.86,33600.0,31130.0,6.1,,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",27-4011,Audio and Video Technicians,detailed,310.0,30.9,0.94,47800.0,44540.0,5.0,,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",27-4012,Broadcast Technicians,detailed,110.0,21.4,0.84,44500.0,43630.0,2.9,,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",27-4014,Sound Engineering Technicians,detailed,30.0,24.0,0.55,45980.0,50560.0,9.0,,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",27-4021,Photographers,detailed,130.0,10.5,0.57,39580.0,37780.0,14.1,,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",27-4031,"Camera Operators, Television, Video, and Film",detailed,90.0,32.6,0.89,58970.0,56380.0,4.5,,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",27-4032,Film and Video Editors,detailed,,,,48380.0,46810.0,3.1,**,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",27-4098,"Lighting Technicians and Media and Communication Equipment Workers, All Other",detailed,50.0,33.7,0.51,74410.0,80840.0,7.8,,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",29-0000,Healthcare Practitioners and Technical Occupations,major,41890.0,4.7,1.08,85800.0,67460.0,2.9,,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",29-1011,Chiropractors,detailed,120.0,21.1,0.74,72830.0,69500.0,12.4,,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",29-1021,"Dentists, General",detailed,570.0,15.4,1.15,172720.0,151810.0,8.9,,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",29-1031,Dietitians and Nutritionists,detailed,360.0,16.8,1.2,64050.0,64360.0,3.6,,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",29-1041,Optometrists,detailed,150.0,31.5,0.83,116960.0,105020.0,9.5,,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",29-1051,Pharmacists,detailed,1870.0,15.1,1.35,128920.0,136740.0,3.5,,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",29-1071,Physician Assistants,detailed,380.0,18.2,0.72,103570.0,104980.0,5.0,,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",29-1081,Podiatrists,detailed,50.0,27.0,1.11,132460.0,113100.0,10.3,,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",29-1122,Occupational Therapists,detailed,620.0,12.5,1.04,86820.0,85620.0,1.8,,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",29-1123,Physical Therapists,detailed,1130.0,13.9,1.08,97750.0,96930.0,1.8,,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",29-1124,Radiation Therapists,detailed,,,,105210.0,102260.0,8.6,**,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",29-1125,Recreational Therapists,detailed,120.0,22.0,1.36,48990.0,46940.0,1.9,,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",29-1126,Respiratory Therapists,detailed,400.0,7.5,0.69,62830.0,61130.0,1.5,,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",29-1127,Speech-Language Pathologists,detailed,660.0,16.1,0.95,81510.0,81670.0,2.9,,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",29-1128,Exercise Physiologists,detailed,50.0,15.5,1.56,58200.0,61210.0,12.9,,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",29-1131,Veterinarians,detailed,320.0,9.5,0.95,96930.0,92580.0,8.4,,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",29-1141,Registered Nurses,detailed,13000.0,7.4,0.98,73500.0,72020.0,2.0,,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",29-1151,Nurse Anesthetists,detailed,,,,188580.0,170240.0,14.0,**,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",29-1161,Nurse Midwives,detailed,,,,109550.0,113640.0,2.9,**,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",29-1171,Nurse Practitioners,detailed,1250.0,12.4,1.4,112310.0,112100.0,2.0,,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",29-1181,Audiologists,detailed,,,,78370.0,69110.0,11.0,**,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",29-1211,Anesthesiologists,detailed,,,,220940.0,199890.0,18.9,**,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",29-1215,Family Medicine Physicians,detailed,640.0,29.3,1.31,224860.0,,11.9,,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",29-1216,General Internal Medicine Physicians,detailed,,,,243290.0,,11.0,**,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",29-1218,Obstetricians and Gynecologists,detailed,80.0,35.3,0.99,258110.0,,12.8,,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",29-1221,"Pediatricians, General",detailed,100.0,45.3,0.76,199830.0,197810.0,15.4,,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",29-1223,Psychiatrists,detailed,50.0,20.0,0.43,230300.0,,9.4,,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",29-1228,"Physicians, All Other; and Ophthalmologists, Except Pediatric",detailed,2580.0,8.6,1.48,179490.0,151350.0,15.6,,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",29-1248,"Surgeons, Except Ophthalmologists",detailed,160.0,45.1,1.0,280200.0,,12.9,,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",29-1292,Dental Hygienists,detailed,990.0,13.5,1.0,66510.0,66070.0,7.5,,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",29-1298,"Acupuncturists and Healthcare Diagnosing or Treating Practitioners, All Other",detailed,80.0,13.0,0.46,67910.0,61330.0,3.5,,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",29-2010,Clinical Laboratory Technologists and Technicians,detailed,1780.0,29.2,1.22,55030.0,54320.0,2.0,,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",29-2031,Cardiovascular Technologists and Technicians,detailed,340.0,18.3,1.37,61490.0,65590.0,3.2,,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",29-2032,Diagnostic Medical Sonographers,detailed,310.0,14.3,0.94,74010.0,74390.0,1.5,,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",29-2033,Nuclear Medicine Technologists,detailed,110.0,21.8,1.3,73600.0,73420.0,1.8,,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",29-2034,Radiologic Technologists and Technicians,detailed,1000.0,11.5,1.08,60490.0,58300.0,2.1,,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",29-2035,Magnetic Resonance Imaging Technologists,detailed,200.0,19.8,1.19,68230.0,68860.0,2.0,,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",29-2040,Emergency Medical Technicians and Paramedics,detailed,940.0,26.4,0.81,37360.0,37210.0,2.5,,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",29-2051,Dietetic Technicians,detailed,40.0,14.3,0.33,35920.0,32390.0,4.9,,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",29-2052,Pharmacy Technicians,detailed,2000.0,15.0,1.07,34210.0,33210.0,2.5,,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",29-2053,Psychiatric Technicians,detailed,,,,33090.0,30450.0,5.5,**,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",29-2055,Surgical Technologists,detailed,360.0,17.2,0.73,51260.0,49200.0,3.9,,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",29-2056,Veterinary Technologists and Technicians,detailed,210.0,28.5,0.42,40580.0,41750.0,5.2,,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",29-2057,Ophthalmic Medical Technicians,detailed,430.0,37.6,1.64,39800.0,38410.0,4.0,,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",29-2061,Licensed Practical and Licensed Vocational Nurses,detailed,4090.0,7.7,1.31,46130.0,46020.0,1.3,,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",29-2081,"Opticians, Dispensing",detailed,90.0,30.5,0.27,46080.0,46580.0,2.4,,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",29-2092,Hearing Aid Specialists,detailed,,,,54400.0,52980.0,14.3,**,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",29-2098,"Medical Dosimetrists, Medical Records Specialists, and Health Technologists and Technicians, All Other",detailed,1410.0,10.8,0.95,49610.0,41960.0,10.3,,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",29-9091,Athletic Trainers,detailed,130.0,32.4,1.02,45610.0,44260.0,6.1,,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",29-9098,"Health Information Technologists, Medical Registrars, Surgical Assistants, and Healthcare Practitioners and Technical Workers, All Other",detailed,,,,76400.0,61480.0,6.8,**,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",31-0000,Healthcare Support Occupations,major,24680.0,4.6,0.85,28950.0,27100.0,1.9,,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",31-1120,Home Health and Personal Care Aides,detailed,8810.0,7.9,0.62,21330.0,19830.0,2.5,,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",31-1131,Nursing Assistants,detailed,6850.0,6.1,1.08,28240.0,28190.0,1.5,,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",31-1132,Orderlies,detailed,230.0,27.4,1.09,28310.0,27400.0,2.1,,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",31-1133,Psychiatric Aides,detailed,210.0,15.3,0.84,30540.0,30130.0,2.1,,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",31-2011,Occupational Therapy Assistants,detailed,120.0,31.0,0.59,69270.0,70460.0,4.2,,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",31-2021,Physical Therapist Assistants,detailed,530.0,23.4,1.22,59150.0,60100.0,4.6,,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",31-2022,Physical Therapist Aides,detailed,190.0,32.9,0.84,32310.0,31830.0,5.2,,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",31-9011,Massage Therapists,detailed,500.0,34.0,1.04,38780.0,37670.0,5.2,,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",31-9091,Dental Assistants,detailed,1480.0,9.5,0.94,39060.0,39270.0,4.2,,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",31-9092,Medical Assistants,detailed,2480.0,12.1,0.78,34220.0,33860.0,1.9,,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",31-9093,Medical Equipment Preparers,detailed,250.0,32.9,0.98,45220.0,41070.0,6.4,,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",31-9094,Medical Transcriptionists,detailed,,,,33540.0,31520.0,8.3,**,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",31-9095,Pharmacy Aides,detailed,,,,23610.0,22770.0,7.5,**,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",31-9096,Veterinary Assistants and Laboratory Animal Caretakers,detailed,650.0,16.1,1.51,27250.0,26200.0,4.9,,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",31-9097,Phlebotomists,detailed,690.0,18.5,1.2,38960.0,38670.0,2.5,,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",31-9099,"Healthcare Support Workers, All Other",detailed,190.0,14.2,0.44,46060.0,48420.0,3.2,,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",33-0000,Protective Service Occupations,major,18070.0,2.9,1.16,44090.0,41010.0,4.7,,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",33-1011,First-Line Supervisors of Correctional Officers,detailed,630.0,0.8,3.05,53880.0,50420.0,1.6,,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",33-1012,First-Line Supervisors of Police and Detectives,detailed,540.0,3.9,0.99,86600.0,81040.0,1.7,,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",33-1021,First-Line Supervisors of Firefighting and Prevention Workers,detailed,400.0,4.8,1.29,82640.0,79110.0,2.1,,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",33-1090,"Miscellaneous First-Line Supervisors, Protective Service Workers",detailed,330.0,12.2,0.89,55650.0,52440.0,5.2,,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",33-2011,Firefighters,detailed,1930.0,5.9,1.33,51660.0,50690.0,2.1,,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",33-3011,Bailiffs,detailed,120.0,5.8,1.36,45800.0,44750.0,3.0,,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",33-3012,Correctional Officers and Jailers,detailed,2870.0,2.7,1.52,41560.0,38250.0,2.3,,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",33-3021,Detectives and Criminal Investigators,detailed,440.0,1.7,0.94,83040.0,72530.0,2.5,,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",33-3041,Parking Enforcement Workers,detailed,,,,28120.0,27790.0,4.3,**,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",33-3051,Police and Sheriff's Patrol Officers,detailed,3320.0,2.3,1.12,56710.0,53600.0,2.0,,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",33-9011,Animal Control Workers,detailed,80.0,4.9,1.42,39270.0,38910.0,2.7,,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",33-9021,Private Detectives and Investigators,detailed,470.0,11.2,2.98,48090.0,43520.0,8.8,,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",33-9032,Security Guards,detailed,4980.0,6.9,0.99,27880.0,25060.0,4.7,,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",33-9092,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",detailed,1020.0,20.4,1.58,22060.0,21140.0,3.2,,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",33-9093,Transportation Security Screeners,detailed,160.0,7.6,0.74,40030.0,39140.0,3.2,,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",33-9098,"School Bus Monitors and Protective Service Workers, All Other",detailed,480.0,3.5,0.73,28170.0,22820.0,5.7,,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",35-0000,Food Preparation and Serving Related Occupations,major,53010.0,2.3,0.88,23970.0,21290.0,1.3,,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",35-1011,Chefs and Head Cooks,detailed,370.0,20.6,0.65,61760.0,62770.0,4.4,,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",35-1012,First-Line Supervisors of Food Preparation and Serving Workers,detailed,4240.0,8.3,0.94,34280.0,31480.0,2.2,,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",35-2011,"Cooks, Fast Food",detailed,2860.0,26.0,1.22,20320.0,19380.0,2.7,,MSA_M2019_dl.xlsx
2019,SOC 2018,"Richmond, VA",35-2012,"Cooks, Institution and Cafeteria",detailed,1430.0,9.4,0.79,29080.0,28090.0,2.3,,MSA_M2019_dl.xlsx
