vintage,soc_version,area_title,occ_code,occ_title,o_group,tot_emp,emp_prse,loc_quotient,a_mean,a_median,mean_prse,emp_suppressed,source_file
2010,SOC 2000,"Richmond, VA",00-0000,All Occupations,total,582040.0,0.7,1.0,44540.0,35220.0,1.0,,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",11-0000,Management Occupations,major,26400.0,2.0,0.957,108350.0,95320.0,1.4,,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",11-1011,Chief Executives,detailed,930.0,6.0,0.743,198730.0,,3.0,,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",11-1021,General and Operations Managers,detailed,8550.0,3.0,1.093,113690.0,97860.0,1.8,,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",11-1031,Legislators,detailed,60.0,16.0,0.19,35110.0,17690.0,18.7,,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",11-2011,Advertising and Promotions Managers,detailed,80.0,18.6,0.536,106120.0,93590.0,7.7,,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",11-2021,Marketing Managers,detailed,730.0,12.3,0.972,145500.0,132480.0,7.1,,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",11-2022,Sales Managers,detailed,1450.0,11.7,0.988,110760.0,102370.0,3.0,,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",11-2031,Public Relations and Fundraising Managers,detailed,220.0,10.2,0.88,105890.0,95720.0,5.7,,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",11-3011,Administrative Services Managers,detailed,810.0,6.3,0.732,84210.0,79870.0,2.6,,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",11-3021,Computer and Information Systems Managers,detailed,1410.0,5.4,1.069,122770.0,120690.0,1.6,,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",11-3031,Financial Managers,detailed,2360.0,5.3,1.074,116520.0,105980.0,2.9,,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",11-3051,Industrial Production Managers,detailed,380.0,13.7,0.584,107980.0,98620.0,4.2,,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",11-3061,Purchasing Managers,detailed,430.0,10.7,1.43,100310.0,95130.0,4.6,,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",11-3071,"Transportation, Storage, and Distribution Managers",detailed,290.0,9.8,0.705,85700.0,77800.0,5.1,,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",11-3111,Compensation and Benefits Managers,detailed,180.0,15.7,1.312,94120.0,86130.0,4.3,,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",11-3121,Human Resources Managers,detailed,400.0,4.7,1.293,109270.0,99930.0,3.8,,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",11-3131,Training and Development Managers,detailed,320.0,10.7,2.459,96200.0,84660.0,6.8,,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",11-9021,Construction Managers,detailed,1000.0,9.6,1.146,87550.0,73010.0,5.1,,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",11-9031,"Education Administrators, Preschool and Childcare Center/Program",detailed,200.0,21.1,0.847,40930.0,38490.0,6.1,,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",11-9032,"Education Administrators, Elementary and Secondary School",detailed,980.0,2.2,0.96,83150.0,82600.0,2.1,,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",11-9033,"Education Administrators, Postsecondary",detailed,440.0,4.6,0.861,96970.0,86470.0,4.3,,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",11-9039,"Education Administrators, All Other",detailed,180.0,9.9,1.375,87080.0,86270.0,3.9,,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",11-9041,Architectural and Engineering Managers,detailed,630.0,8.0,0.791,110220.0,104280.0,2.7,,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",11-9051,Food Service Managers,detailed,480.0,22.5,0.562,51460.0,48520.0,3.4,,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",11-9081,Lodging Managers,detailed,60.0,36.5,0.467,60990.0,51980.0,14.2,,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",11-9111,Medical and Health Services Managers,detailed,1230.0,5.5,0.947,98470.0,92250.0,2.6,,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",11-9121,Natural Sciences Managers,detailed,100.0,14.2,0.476,116110.0,103310.0,7.6,,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",11-9131,Postmasters and Mail Superintendents,detailed,80.0,0.0,0.667,66270.0,65200.0,1.1,,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",11-9141,"Property, Real Estate, and Community Association Managers",detailed,200.0,14.3,0.292,83300.0,71240.0,4.4,,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",11-9151,Social and Community Service Managers,detailed,680.0,9.2,1.281,67210.0,63070.0,3.5,,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",11-9161,Emergency Management Directors,detailed,110.0,4.0,2.078,64000.0,55390.0,6.8,,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",11-9199,"Managers, All Other",detailed,1450.0,4.0,0.92,101540.0,95420.0,4.6,,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",13-0000,Business and Financial Operations Occupations,major,39330.0,1.9,1.41,64750.0,59330.0,1.3,,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",13-1011,"Agents and Business Managers of Artists, Performers, and Athletes",detailed,,,,64660.0,59470.0,10.6,**,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",13-1022,"Wholesale and Retail Buyers, Except Farm Products",detailed,500.0,11.6,1.016,49730.0,44170.0,5.3,,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",13-1023,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",detailed,2250.0,3.7,1.804,62340.0,60530.0,2.7,,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",13-1031,"Claims Adjusters, Examiners, and Investigators",detailed,1660.0,14.4,1.38,57700.0,54630.0,2.4,,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",13-1032,"Insurance Appraisers, Auto Damage",detailed,60.0,40.3,1.199,57930.0,57820.0,3.8,,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",13-1041,Compliance Officers,detailed,1130.0,4.9,1.214,57840.0,51310.0,4.0,,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",13-1051,Cost Estimators,detailed,1080.0,9.2,1.287,58540.0,58470.0,2.9,,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",13-1078,"Human Resources, Training, and Labor Relations Specialists, All Other*",detailed,2510.0,5.6,1.311,58400.0,54140.0,1.9,,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",13-1081,Logisticians,detailed,1110.0,4.5,2.313,69990.0,70200.0,1.9,,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",13-1111,Management Analysts,detailed,5280.0,5.1,2.149,83150.0,78870.0,2.5,,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",13-1121,"Meeting, Convention, and Event Planners*",detailed,410.0,21.0,1.589,45060.0,38700.0,4.8,,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",13-1141,"Compensation, Benefits, and Job Analysis Specialists",detailed,520.0,6.7,1.098,64100.0,57620.0,2.6,,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",13-1151,Training and Development Specialists,detailed,1530.0,6.3,1.64,54420.0,51010.0,2.0,,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",13-1161,Market Research Analysts and Marketing Specialists*,detailed,1800.0,6.6,1.498,61710.0,55700.0,2.6,,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",13-1199,"Business Operations Specialists, All Other*",detailed,5120.0,3.0,1.125,59750.0,58320.0,3.6,,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",13-2011,Accountants and Auditors,detailed,6230.0,4.5,1.268,66360.0,60080.0,1.7,,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",13-2021,Appraisers and Assessors of Real Estate,detailed,380.0,31.2,1.343,46450.0,45670.0,9.7,,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",13-2031,Budget Analysts,detailed,310.0,5.9,1.151,66130.0,63940.0,1.3,,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",13-2041,Credit Analysts,detailed,470.0,5.8,1.634,57400.0,43010.0,8.9,,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",13-2051,Financial Analysts,detailed,1530.0,9.7,1.512,82410.0,72440.0,2.9,,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",13-2052,Personal Financial Advisors,detailed,680.0,17.8,0.956,82560.0,60190.0,8.2,,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",13-2053,Insurance Underwriters,detailed,820.0,17.0,1.873,53100.0,49390.0,2.8,,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",13-2061,Financial Examiners,detailed,460.0,3.0,3.577,69510.0,63420.0,8.7,,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",13-2071,Credit Counselors,detailed,130.0,18.4,0.924,41540.0,37140.0,5.9,,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",13-2072,Loan Officers,detailed,1620.0,10.1,1.247,63900.0,51650.0,6.8,,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",13-2081,"Tax Examiners and Collectors, and Revenue Agents",detailed,660.0,0.7,2.111,47480.0,39840.0,7.8,,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",13-2082,Tax Preparers,detailed,240.0,37.5,0.93,31950.0,28810.0,6.5,,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",13-2099,"Financial Specialists, All Other",detailed,730.0,5.7,1.024,64570.0,59040.0,3.3,,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",15-0000,Computer and Mathematical Occupations,major,18780.0,3.7,1.249,76270.0,74010.0,1.3,,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",15-1111,Computer and Information Research Scientists,detailed,100.0,49.5,0.858,83770.0,74460.0,12.3,,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",15-1121,Computer Systems Analysts,detailed,3340.0,6.0,1.472,76970.0,77110.0,2.3,,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",15-1131,Computer Programmers,detailed,1410.0,12.8,0.925,74460.0,71930.0,2.8,,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",15-1132,"Software Developers, Applications",detailed,2920.0,7.2,1.275,86650.0,85980.0,2.0,,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",15-1133,"Software Developers, Systems Software",detailed,2620.0,11.6,1.51,89910.0,84630.0,3.6,,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",15-1141,Database Administrators,detailed,810.0,8.8,1.7,80730.0,82890.0,2.1,,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",15-1142,Network and Computer Systems Administrators*,detailed,1920.0,8.8,1.261,75660.0,72290.0,2.4,,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",15-1150,Computer Support Specialists,detailed,2850.0,5.4,1.075,47930.0,45590.0,1.8,,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",15-1179,"Information Security Analysts, Web Developers, and Computer Network Architects",detailed,1510.0,9.4,1.351,77030.0,75140.0,2.0,,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",15-1799,"Computer Occupations, All Other*",detailed,580.0,5.7,0.69,82640.0,84240.0,2.1,,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",15-2011,Actuaries,detailed,210.0,30.5,2.484,107970.0,95400.0,5.5,,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",15-2031,Operations Research Analysts,detailed,360.0,9.4,1.273,83250.0,86210.0,3.4,,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",15-2041,Statisticians,detailed,110.0,16.6,1.041,62020.0,60610.0,6.9,,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",17-0000,Architecture and Engineering Occupations,major,9340.0,6.4,0.885,69320.0,66760.0,1.9,,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",17-1011,"Architects, Except Landscape and Naval",detailed,480.0,12.0,1.188,59390.0,58070.0,5.0,,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",17-1012,Landscape Architects,detailed,,,,55420.0,54100.0,4.1,**,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",17-1021,Cartographers and Photogrammetrists,detailed,120.0,35.5,2.331,47450.0,43170.0,12.3,,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",17-1022,Surveyors,detailed,270.0,17.7,1.345,49530.0,44250.0,5.3,,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",17-2031,Biomedical Engineers,detailed,,,,82690.0,70100.0,7.2,**,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",17-2041,Chemical Engineers,detailed,190.0,41.0,1.434,82350.0,80920.0,3.3,,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",17-2051,Civil Engineers,detailed,1340.0,7.4,1.176,75820.0,73410.0,2.2,,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",17-2061,Computer Hardware Engineers,detailed,100.0,19.6,0.319,73630.0,74040.0,5.3,,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",17-2071,Electrical Engineers,detailed,910.0,8.7,1.332,80970.0,80950.0,2.2,,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",17-2072,"Electronics Engineers, Except Computer",detailed,290.0,29.4,0.471,80700.0,74940.0,5.5,,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",17-2081,Environmental Engineers,detailed,300.0,10.0,1.302,66250.0,60070.0,5.2,,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",detailed,120.0,26.2,1.114,76840.0,81790.0,4.5,,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",17-2112,Industrial Engineers,detailed,630.0,14.3,0.672,78710.0,78250.0,2.2,,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",17-2131,Materials Engineers,detailed,,,,78700.0,78500.0,4.0,**,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",17-2141,Mechanical Engineers,detailed,990.0,22.0,0.922,75820.0,73430.0,2.0,,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",17-2199,"Engineers, All Other",detailed,300.0,17.8,0.466,79860.0,76180.0,5.9,,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",17-3011,Architectural and Civil Drafters,detailed,290.0,25.6,0.697,48520.0,43000.0,4.5,,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",17-3012,Electrical and Electronics Drafters,detailed,80.0,24.3,0.623,53520.0,51040.0,9.1,,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",17-3013,Mechanical Drafters,detailed,140.0,19.4,0.485,55180.0,53870.0,7.2,,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",17-3022,Civil Engineering Technicians,detailed,320.0,8.8,0.92,46910.0,45540.0,3.5,,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",17-3023,Electrical and Electronics Engineering Technicians,detailed,680.0,14.9,1.012,56480.0,57980.0,2.3,,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",17-3025,Environmental Engineering Technicians,detailed,50.0,26.5,0.565,41700.0,35710.0,11.2,,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",17-3026,Industrial Engineering Technicians,detailed,230.0,17.5,0.804,46990.0,43340.0,3.1,,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",17-3027,Mechanical Engineering Technicians,detailed,110.0,18.8,0.561,54860.0,54450.0,2.7,,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",17-3029,"Engineering Technicians, Except Drafters, All Other",detailed,90.0,14.6,0.294,56930.0,58560.0,5.2,,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",17-3031,Surveying and Mapping Technicians,detailed,190.0,15.6,0.786,42670.0,41090.0,2.8,,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",19-0000,"Life, Physical, and Social Science Occupations",major,3800.0,4.5,0.78,58420.0,51460.0,2.9,,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",19-1021,Biochemists and Biophysicists,detailed,,,,88460.0,82150.0,4.0,**,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",19-1022,Microbiologists,detailed,40.0,42.7,0.527,56400.0,61490.0,6.1,,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",19-1023,Zoologists and Wildlife Biologists,detailed,30.0,13.9,0.423,53460.0,47960.0,5.8,,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",19-1029,"Biological Scientists, All Other",detailed,30.0,2.2,0.23,66390.0,70200.0,1.8,,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",19-1031,Conservation Scientists,detailed,30.0,36.2,0.397,66910.0,66530.0,3.8,,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",19-1042,"Medical Scientists, Except Epidemiologists",detailed,140.0,19.7,0.331,117580.0,90240.0,13.8,,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",19-2021,Atmospheric and Space Scientists,detailed,30.0,32.7,0.809,72400.0,73940.0,25.8,,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",19-2031,Chemists,detailed,450.0,14.0,1.213,61900.0,56500.0,3.3,,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",19-2041,"Environmental Scientists and Specialists, Including Health",detailed,490.0,8.9,1.301,57540.0,53120.0,3.3,,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",19-2042,"Geoscientists, Except Hydrologists and Geographers",detailed,60.0,45.0,0.408,53790.0,50870.0,7.4,,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",19-3011,Economists,detailed,70.0,3.3,1.074,94880.0,79480.0,7.6,,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",19-3022,Survey Researchers,detailed,,,,48250.0,44720.0,5.7,**,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",19-3031,"Clinical, Counseling, and School Psychologists",detailed,460.0,14.4,1.003,62890.0,62100.0,5.3,,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",19-3039,"Psychologists, All Other",detailed,50.0,0.0,1.023,80150.0,91820.0,2.0,,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",19-3051,Urban and Regional Planners,detailed,210.0,6.3,1.159,58830.0,55270.0,1.3,,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",19-3099,"Social Scientists and Related Workers, All Other",detailed,120.0,27.9,0.89,71720.0,72230.0,3.8,,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",19-4021,Biological Technicians,detailed,120.0,27.1,0.361,43900.0,42820.0,3.6,,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",19-4031,Chemical Technicians,detailed,300.0,22.4,1.114,42660.0,43250.0,2.4,,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",19-4091,"Environmental Science and Protection Technicians, Including Health",detailed,60.0,9.1,0.477,52230.0,46780.0,4.0,,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",19-4093,Forest and Conservation Technicians,detailed,30.0,22.6,0.213,41290.0,43810.0,7.7,,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",21-0000,Community and Social Service Occupations,major,11650.0,4.1,1.338,40680.0,38340.0,2.2,,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",21-1011,Substance Abuse and Behavioral Disorder Counselors,detailed,370.0,35.7,1.024,38600.0,36810.0,3.9,,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",21-1012,"Educational, Guidance, School, and Vocational Counselors",detailed,950.0,7.2,0.844,54380.0,55310.0,3.7,,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",21-1013,Marriage and Family Therapists,detailed,250.0,49.1,1.623,35400.0,35630.0,5.6,,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",21-1014,Mental Health Counselors,detailed,1240.0,16.1,2.462,41000.0,39000.0,5.1,,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",21-1015,Rehabilitation Counselors,detailed,1230.0,20.4,2.404,29440.0,26980.0,3.8,,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",21-1019,"Counselors, All Other",detailed,170.0,36.5,1.328,35820.0,34690.0,8.7,,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",21-1021,"Child, Family, and School Social Workers",detailed,1760.0,7.9,1.395,40420.0,39060.0,2.1,,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",21-1022,Healthcare Social Workers,detailed,480.0,15.3,0.736,48480.0,46520.0,3.4,,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",21-1023,Mental Health and Substance Abuse Social Workers,detailed,920.0,8.5,1.676,45650.0,44970.0,3.2,,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",21-1029,"Social Workers, All Other",detailed,190.0,23.9,0.591,56350.0,60340.0,4.3,,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",21-1091,Health Educators,detailed,370.0,29.3,1.386,54570.0,48220.0,5.4,,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",21-1092,Probation Officers and Correctional Treatment Specialists,detailed,550.0,3.5,1.326,40280.0,38170.0,2.0,,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",21-1093,Social and Human Service Assistants,detailed,1660.0,13.5,1.014,28240.0,26820.0,2.6,,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",21-1798,"Community and Social Service Specialists, All Other*",detailed,1200.0,8.7,2.339,47280.0,47950.0,5.4,,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",21-2011,Clergy,detailed,220.0,23.4,1.14,37580.0,35220.0,5.3,,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",21-2021,"Directors, Religious Activities and Education",detailed,70.0,33.1,0.959,54520.0,56930.0,10.4,,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",23-0000,Legal Occupations,major,4510.0,6.1,0.993,86990.0,67510.0,6.1,,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",23-1011,Lawyers,detailed,2310.0,6.3,0.897,127040.0,118990.0,6.5,,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",23-1012,Judicial Law Clerks,detailed,,,,60110.0,64490.0,9.0,**,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",23-1022,"Arbitrators, Mediators, and Conciliators",detailed,,,,38120.0,35400.0,11.1,**,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",23-2011,Paralegals and Legal Assistants*,detailed,1170.0,15.6,1.026,45250.0,43240.0,3.1,,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",23-2093,"Title Examiners, Abstractors, and Searchers",detailed,400.0,34.0,1.722,33830.0,36180.0,9.9,,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",23-2099,"Legal Support Workers, All Other",detailed,220.0,39.8,1.155,36990.0,33120.0,5.2,,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",25-0000,"Education, Training, and Library Occupations",major,37260.0,2.5,0.962,46530.0,44410.0,2.9,,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",25-1011,"Business Teachers, Postsecondary",detailed,290.0,13.0,0.792,78360.0,63350.0,7.2,,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",25-1021,"Computer Science Teachers, Postsecondary",detailed,150.0,22.1,0.968,66520.0,63720.0,7.6,,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",25-1022,"Mathematical Science Teachers, Postsecondary",detailed,230.0,13.0,0.961,64850.0,57080.0,8.9,,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",25-1032,"Engineering Teachers, Postsecondary",detailed,50.0,14.4,0.329,,,,,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",25-1052,"Chemistry Teachers, Postsecondary",detailed,70.0,12.6,0.763,71710.0,68350.0,5.0,,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",25-1054,"Physics Teachers, Postsecondary",detailed,60.0,12.2,0.923,,,,,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",25-1063,"Economics Teachers, Postsecondary",detailed,50.0,28.3,0.859,70340.0,71480.0,8.9,,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",25-1065,"Political Science Teachers, Postsecondary",detailed,130.0,10.1,1.819,67880.0,61630.0,3.7,,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",25-1066,"Psychology Teachers, Postsecondary",detailed,130.0,20.2,0.829,63180.0,57920.0,7.9,,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",25-1067,"Sociology Teachers, Postsecondary",detailed,30.0,42.2,0.401,47200.0,42600.0,6.4,,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",25-1071,"Health Specialties Teachers, Postsecondary",detailed,710.0,12.9,1.068,,,,,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",25-1072,"Nursing Instructors and Teachers, Postsecondary",detailed,230.0,16.6,0.934,65200.0,62360.0,3.8,,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",25-1081,"Education Teachers, Postsecondary",detailed,270.0,25.3,0.941,63380.0,56450.0,9.3,,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary",detailed,40.0,36.9,0.688,51440.0,52890.0,4.5,,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",25-1121,"Art, Drama, and Music Teachers, Postsecondary",detailed,470.0,12.4,1.182,66550.0,63440.0,6.1,,MSA_M2010_dl_3.xls
2010,SOC 2000,"Richmond, VA",25-1122,"Communications Teachers, Postsecondary",detailed,100.0,20.2,0.76,72070.0,67070.0,6.1,,MSA_M2010_dl_3.xls
